2026-04-06T12:59:01Z,manual-20260405T061459548705Z,manual,2026-04-05T06:14:59Z,tracking/snapshots/2026-04-05/nba/manual-20260405T061459548705Z.json,nba,prediction,moneyline,Mavericks,Lakers,2026-04-05,away,home,false,false,0.8184,0.1816,0.8184,,,,0.0,0.0,,,,0,0.0,0.0,,,,,,
2026-04-06T12:59:01Z,manual-20260405T071304649585Z,manual,2026-04-05T07:13:04Z,tracking/snapshots/2026-04-05/nba/manual-20260405T071304649585Z.json,nba,slop_lock,moneyline,Thunder,Jazz,2026-04-05,home,home,true,false,0.9561,,,,0.0,0.0,0.0,0.0,,,,35.0,0.0,0.0,-5000,1.02,0.9491,0.9901,,0.9491
2026-04-06T12:59:01Z,manual-20260405T071304649585Z,manual,2026-04-05T07:13:04Z,tracking/snapshots/2026-04-05/nba/manual-20260405T071304649585Z.json,nba,slop_lock,moneyline,Cavaliers,Pacers,2026-04-05,home,home,true,false,0.836,,,,0.0,0.0,0.0,0.0,,,,38.7,0.0,0.0,-1250,1.08,0.9121,0.9434,,0.9121
2026-04-06T12:59:01Z,manual-20260405T072154186648Z,manual,2026-04-05T07:21:54Z,tracking/snapshots/2026-04-05/nba/manual-20260405T072154186648Z.json,nba,slop_lock,moneyline,Timberwolves,Hornets,2026-04-05,away,away,true,false,0.6299,,,,0.5325,0.5556,0.0974,0.1779,-115,1.87,,75.0,0.2045,0.0511,-156,1.64,0.5919,0.6173,,0.0363
2026-04-06T12:59:01Z,daily-20260405T143710133373Z,daily,2026-04-05T14:37:10Z,tracking/snapshots/2026-04-05/nba/daily-20260405T143710133373Z.json,nba,slop_lock,moneyline,Nets,Wizards,2026-04-05,home,home,true,false,0.6459,,,,0.6005,0.6211,0.0454,0.0528,-159,1.63,,67.5,0.0838,0.021,-233,1.43,0.7,0.7388,,0.0789
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,prediction,moneyline,Red Wings,Wild,2026-04-05,away,away,true,false,0.5274,0.4726,0.5274,,,,0.0039,-0.0186,-115,,,30.9,0.0,0.0,,,,,,
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,prediction,moneyline,Flyers,Bruins,2026-04-05,home,home,true,false,0.5296,0.5296,0.4704,,,,-0.0198,-0.0554,-135,,,36.1,0.0,0.0,,,,,,
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,prediction,moneyline,Senators,Hurricanes,2026-04-05,away,home,false,false,0.559,0.441,0.559,,,,0.0138,-0.005,-123,,,36.9,0.0,0.0,,,,,,
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,prediction,moneyline,Canadiens,Devils,2026-04-05,home,away,false,false,0.5925,0.5925,0.4075,,,,0.0009,-0.0234,-154,,,24.1,0.0,0.0,,,,,,
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,prediction,moneyline,Rangers,Capitals,2026-04-05,away,home,false,false,0.5191,0.4809,0.5191,,,,0.0075,-0.0182,-110,,,30.6,0.0,0.0,,,,,,
2026-04-06T12:59:57Z,manual-20260405T072643570976Z,manual,2026-04-05T07:26:43Z,tracking/snapshots/2026-04-05/nhl/manual-20260405T072643570976Z.json,nhl,slop_lock,moneyline,Canadiens,Devils,2026-04-05,home,away,false,false,0.5919,,,,0.591,0.6173,0.0009,-0.0234,-154,1.65,,24.1,0.0,0.0,-145,1.69,0.5779,0.5988,,-0.0394
2026-04-06T13:05:22Z,manual-20260405T072800203637Z,manual,2026-04-05T07:28:00Z,tracking/snapshots/2026-04-05/mlb/manual-20260405T072800203637Z.json,mlb,prediction,moneyline,Guardians,Cubs,2026-04-05,home,home,true,false,0.6665,0.6665,0.3335,,,,0.0626,0.1088,113,,,65.1,0.0963,0.0193,,,,,,
2026-04-06T13:05:22Z,daily-20260405T141138222513Z,daily,2026-04-05T14:11:38Z,tracking/snapshots/2026-04-05/mlb/daily-20260405T141138222513Z.json,mlb,total_lock,total,Guardians,Cubs,2026-04-05,over,over,true,false,0.575,,,,0.5046,0.5292,0.0704,0.0983,-110,1.91,7.5,75.9,0.108,0.0216,104,2.04,0.4679,0.5042,5.5,-2.0
2026-04-07T04:05:08Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nba/daily-20260406T125806492257Z.json,nba,prediction,moneyline,Hawks,Knicks,2026-04-06,home,away,false,false,0.5279,0.5279,0.4721,,,,0.0034,-0.0277,-118,,,24.5,0.0,0.0,,,,,,
2026-04-07T04:05:08Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nba/daily-20260406T125806492257Z.json,nba,prediction,moneyline,Magic,Pistons,2026-04-06,away,home,false,false,0.79,0.21,0.79,,,,0.1137,0.1713,-156,,,78.0,0.2676,0.0669,,,,,,
2026-04-07T04:05:08Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nba/daily-20260406T125806492257Z.json,nba,slop_lock,moneyline,Magic,Pistons,2026-04-06,away,home,false,false,0.7142,,,,0.6005,0.6211,0.1137,0.1713,-156,1.64,,78.0,0.2676,0.0669,-118,1.85,0.5222,0.5464,,-0.0989
2026-04-07T04:05:16Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nhl/daily-20260406T125806492257Z.json,nhl,prediction,moneyline,Sabres,Lightning,2026-04-06,away,home,false,false,0.5219,0.4781,0.5219,,,,0.0061,-0.0264,-114,,,32.2,0.0,0.0,,,,,,
2026-04-07T04:05:16Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nhl/daily-20260406T125806492257Z.json,nhl,prediction,moneyline,Jets,Kraken,2026-04-06,home,home,true,false,0.6078,0.6078,0.3922,,,,0.0044,-0.0261,-164,,,36.1,0.0,0.0,,,,,,
2026-04-07T04:05:16Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nhl/daily-20260406T125806492257Z.json,nhl,slop_lock,moneyline,Jets,Kraken,2026-04-06,home,home,true,false,0.6049,,,,0.6005,0.625,0.0044,-0.0261,-164,1.61,,36.1,0.0,0.0,-164,1.61,0.5934,0.6211,,-0.0316
2026-04-07T04:05:16Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/nhl/daily-20260406T125806492257Z.json,nhl,slop_lock,moneyline,Sabres,Lightning,2026-04-06,away,home,false,false,0.5179,,,,0.5118,0.5348,0.0061,-0.0264,-114,1.88,,32.2,0.0,0.0,-114,1.88,0.5105,0.5348,,-0.0243
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Rays,Cubs,2026-04-06,home,home,true,false,0.6194,0.6194,0.3806,,,,0.0583,0.0855,-115,,,72.1,0.0983,0.0197,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Guardians,Royals,2026-04-06,home,away,false,false,0.6206,0.6206,0.3794,,,,0.0608,0.0904,-114,,,73.2,0.1028,0.0206,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Marlins,Reds,2026-04-06,home,away,false,false,0.5781,0.5781,0.4219,,,,0.0211,0.0153,-125,,,42.9,0.0191,0.0038,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Pirates,Padres,2026-04-06,home,away,false,false,0.598,0.598,0.402,,,,0.0288,0.0304,-128,,,48.6,0.0389,0.0078,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Red Sox,Brewers,2026-04-06,home,away,false,false,0.6127,0.6127,0.3873,,,,0.0746,0.1371,102,,,65.7,0.1344,0.0269,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Nationals,Cardinals,2026-04-06,away,home,false,false,0.6762,0.3238,0.6762,,,,0.0955,0.1515,-114,,,74.1,0.1722,0.0344,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Blue Jays,Dodgers,2026-04-06,home,away,false,false,0.6729,0.6729,0.3271,,,,0.0727,0.1477,128,,,53.9,0.1154,0.0231,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,White Sox,Orioles,2026-04-06,home,away,false,false,0.6175,0.6175,0.3825,,,,0.1089,0.2204,124,,,66.4,0.1778,0.0356,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,prediction,moneyline,Twins,Tigers,2026-04-06,home,home,true,false,0.5946,0.5946,0.4054,,,,0.0346,0.0573,-118,,,59.4,0.0674,0.0135,,,,,,
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,slop_lock,moneyline,Nationals,Cardinals,2026-04-06,away,home,false,false,0.6125,,,,0.517,0.5376,0.0955,0.1515,-114,1.88,,74.1,0.1722,0.0344,-108,1.93,0.5079,0.5319,,-0.0297
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,slop_lock,moneyline,Guardians,Royals,2026-04-06,home,away,false,false,0.58,,,,0.5192,0.5348,0.0608,0.0904,-114,1.88,,73.2,0.1028,0.0206,-114,1.88,0.5192,0.5348,,-0.0156
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,slop_lock,moneyline,Rays,Cubs,2026-04-06,home,home,true,false,0.5805,,,,0.5222,0.5405,0.0583,0.0855,-115,1.87,,72.1,0.0983,0.0197,-323,1.31,0.7334,0.7782,,0.1929
2026-04-07T04:05:43Z,daily-20260406T125806492257Z,daily,2026-04-06T12:58:06Z,tracking/snapshots/2026-04-06/mlb/daily-20260406T125806492257Z.json,mlb,total_lock,total,Twins,Tigers,2026-04-06,over,over,true,false,0.6069,,,,0.5105,0.5348,0.0964,0.1592,-110,1.91,7.0,80.7,0.175,0.035,-114,1.88,0.5118,0.5348,7.0,0.0
2026-04-08T13:09:14Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nba/daily-20260407T130718530847Z.json,nba,prediction,moneyline,Wizards,Bulls,2026-04-07,away,away,true,false,0.6961,0.3039,0.6961,,,,-0.0038,-0.0333,-222,,,52.5,0.0,0.0,,,,,,
2026-04-08T13:09:14Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nba/daily-20260407T130718530847Z.json,nba,prediction,moneyline,Pacers,Timberwolves,2026-04-07,away,away,true,false,0.8132,0.1868,0.8132,,,,-0.0602,-0.1031,-714,,,50.7,0.0,0.0,,,,,,
2026-04-08T13:09:14Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nba/daily-20260407T130718530847Z.json,nba,prediction,moneyline,Nets,Bucks,2026-04-07,home,home,true,false,0.5189,0.5189,0.4811,,,,0.0435,0.0679,118,,,54.5,0.0576,0.0144,,,,,,
2026-04-08T13:09:14Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nba/daily-20260407T130718530847Z.json,nba,prediction,moneyline,Raptors,Heat,2026-04-07,home,home,true,false,0.6554,0.6554,0.3446,,,,0.0712,0.0905,-120,,,80.0,0.109,0.0273,,,,,,
2026-04-08T13:09:29Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nhl/daily-20260407T130718530847Z.json,nhl,prediction,moneyline,Canadiens,Panthers,2026-04-07,home,home,true,false,0.6324,0.6324,0.3676,,,,-0.0264,-0.0708,-217,,,30.4,0.0,0.0,,,,,,
2026-04-08T13:09:29Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nhl/daily-20260407T130718530847Z.json,nhl,prediction,moneyline,Senators,Lightning,2026-04-07,home,home,true,false,0.5053,0.5053,0.4947,,,,-0.0232,-0.073,-128,,,31.6,0.0,0.0,,,,,,
2026-04-08T13:09:29Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nhl/daily-20260407T130718530847Z.json,nhl,prediction,moneyline,Red Wings,Blue Jackets,2026-04-07,home,away,false,false,0.512,0.512,0.488,,,,-0.0021,-0.0296,-112,,,29.4,0.0,0.0,,,,,,
2026-04-08T13:09:29Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nhl/daily-20260407T130718530847Z.json,nhl,prediction,moneyline,Devils,Flyers,2026-04-07,home,away,false,false,0.5451,0.5451,0.4549,,,,0.0075,-0.0117,-120,,,31.2,0.0,0.0,,,,,,
2026-04-08T13:09:29Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/nhl/daily-20260407T130718530847Z.json,nhl,prediction,moneyline,Hurricanes,Bruins,2026-04-07,home,home,true,false,0.5862,0.5862,0.4138,,,,-0.0219,-0.0631,-179,,,38.2,0.0,0.0,,,,,,
2026-04-08T13:09:35Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/ncaam/daily-20260407T130718530847Z.json,ncaam,prediction,moneyline,Auburn,Tulsa,2026-04-06,home,home,true,false,0.7315,0.7315,0.2685,,,,0.0,0.0,,,,44.3,0.0,0.0,,,,,,
2026-04-08T13:09:35Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/ncaam/daily-20260407T130718530847Z.json,ncaam,prediction,moneyline,Michigan,UConn,2026-04-07,home,home,true,false,0.7537,0.7537,0.2463,,,,0.0,0.0,,,,46.1,0.0,0.0,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Guardians,Royals,2026-04-07,home,home,true,false,0.5908,0.5908,0.4092,,,,0.0411,0.0647,-112,,,54.8,0.0727,0.0145,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,White Sox,Orioles,2026-04-07,home,away,false,false,0.5707,0.5707,0.4293,,,,0.0788,0.1503,122,,,67.8,0.1232,0.0246,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Mets,Diamondbacks,2026-04-07,away,home,false,false,0.5646,0.4354,0.5646,,,,0.0929,0.1963,138,,,56.4,0.1422,0.0284,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Rays,Cubs,2026-04-07,away,away,true,false,0.565,0.435,0.565,,,,0.0701,0.1298,118,,,63.6,0.11,0.022,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Marlins,Reds,2026-04-07,home,away,false,false,0.5909,0.5909,0.4091,,,,0.0212,0.0324,-127,,,47.1,0.0411,0.0082,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Pirates,Padres,2026-04-07,home,home,true,false,0.5906,0.5906,0.4094,,,,-0.0015,-0.0298,-156,,,39.8,0.0,0.0,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Red Sox,Brewers,2026-04-07,home,home,true,false,0.6464,0.6464,0.3536,,,,0.0317,0.026,-149,,,38.8,0.0388,0.0078,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Nationals,Cardinals,2026-04-07,home,away,false,false,0.5775,0.5775,0.4225,,,,0.0365,0.0565,-110,,,55.6,0.0621,0.0124,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Yankees,Athletics,2026-04-07,home,home,true,false,0.5897,0.5897,0.4103,,,,-0.0524,-0.1049,-222,,,38.1,0.0,0.0,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Blue Jays,Dodgers,2026-04-07,home,away,false,false,0.6426,0.6426,0.3574,,,,0.0703,0.1435,139,,,47.4,0.1032,0.0206,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Twins,Tigers,2026-04-07,home,home,true,false,0.5926,0.5926,0.4074,,,,0.1183,0.2844,150,,,68.7,0.1896,0.0379,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Rangers,Mariners,2026-04-07,home,home,true,false,0.6025,0.6025,0.3975,,,,0.0795,0.1472,109,,,73.7,0.1351,0.027,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Rockies,Astros,2026-04-07,home,home,true,false,0.617,0.617,0.383,,,,0.0688,0.1595,154,,,53.7,0.1036,0.0207,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Angels,Braves,2026-04-07,home,home,true,false,0.5753,0.5753,0.4247,,,,0.0837,0.1794,127,,,67.3,0.1413,0.0283,,,,,,
2026-04-08T13:12:09Z,daily-20260407T130718530847Z,daily,2026-04-07T13:07:18Z,tracking/snapshots/2026-04-07/mlb/daily-20260407T130718530847Z.json,mlb,prediction,moneyline,Giants,Phillies,2026-04-07,home,away,false,false,0.5813,0.5813,0.4187,,,,0.1001,0.2143,136,,,59.4,0.1576,0.0315,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Pirates,Padres,2026-04-08,home,away,false,false,0.579,0.579,0.421,,,,0.0474,0.0674,-105,,,58.5,0.071,0.0142,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Guardians,Royals,2026-04-08,home,home,true,false,0.6083,0.6083,0.3917,,,,0.0873,0.1673,113,,,70.7,0.1481,0.0296,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Red Sox,Brewers,2026-04-08,home,home,true,false,0.6067,0.6067,0.3933,,,,0.0356,0.0424,-127,,,45.7,0.0537,0.0107,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,White Sox,Orioles,2026-04-08,away,away,true,false,0.5252,0.4748,0.5252,,,,-0.0404,-0.0889,-154,,,28.2,0.0,0.0,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Rangers,Mariners,2026-04-08,home,home,true,false,0.5872,0.5872,0.4128,,,,0.078,0.1612,117,,,73.4,0.1378,0.0276,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Blue Jays,Dodgers,2026-04-08,home,home,true,false,0.6053,0.6053,0.3947,,,,0.0645,0.1368,150,,,45.0,0.0912,0.0182,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Rockies,Astros,2026-04-08,home,home,true,false,0.6352,0.6352,0.3648,,,,0.0663,0.1386,137,,,55.6,0.1012,0.0202,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Giants,Phillies,2026-04-08,home,home,true,false,0.619,0.619,0.381,,,,0.0993,0.2042,120,,,69.3,0.1702,0.034,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Nationals,Cardinals,2026-04-08,away,away,true,false,0.5367,0.4633,0.5367,,,,0.0049,-0.0132,-118,,,31.9,0.0,0.0,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Angels,Braves,2026-04-08,home,away,false,false,0.5957,0.5957,0.4043,,,,0.0875,0.1715,118,,,68.8,0.1454,0.0291,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Mets,Diamondbacks,2026-04-08,away,home,false,false,0.5213,0.4787,0.5213,,,,0.0454,0.0802,120,,,49.3,0.0669,0.0134,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Rays,Cubs,2026-04-08,home,away,false,false,0.5713,0.5713,0.4287,,,,0.0428,0.0584,-105,,,58.5,0.0615,0.0123,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Marlins,Reds,2026-04-08,home,away,false,false,0.587,0.587,0.413,,,,0.0228,0.0236,-127,,,43.1,0.0298,0.006,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Yankees,Athletics,2026-04-08,home,home,true,false,0.5929,0.5929,0.4071,,,,-0.0382,-0.0806,-200,,,36.8,0.0,0.0,,,,,,
2026-04-08T22:44:21Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T130854907097Z.json,mlb,prediction,moneyline,Twins,Tigers,2026-04-08,home,home,true,false,0.5832,0.5832,0.4168,,,,0.0999,0.2191,136,,,71.2,0.1611,0.0322,,,,,,
2026-04-09T01:57:14Z,daily-20260408T130854907097Z,daily,2026-04-08T13:08:54Z,tracking/snapshots/2026-04-08/nhl/daily-20260408T130854907097Z.json,nhl,prediction,moneyline,Rangers,Sabres,2026-04-08,away,away,true,false,0.5043,0.4957,0.5043,,,,-0.0402,-0.1023,-145,,,23.7,0.0,0.0,,,,,,
2026-04-09T01:57:14Z,daily-20260408T223804134918Z,daily,2026-04-08T22:38:04Z,tracking/snapshots/2026-04-08/nhl/daily-20260408T223804134918Z.json,nhl,slop_lock,moneyline,Rangers,Sabres,2026-04-08,away,away,true,false,0.5233,,,,0.5641,0.5882,-0.0408,-0.0894,-135,1.74,,22.7,0.0,0.0,-135,1.74,0.5627,0.5848,,-0.0255
2026-04-09T02:01:45Z,daily-20260408T223804134918Z,daily,2026-04-08T22:38:04Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T223804134918Z.json,mlb,slop_lock,moneyline,Marlins,Reds,2026-04-08,home,home,true,false,0.5711,,,,0.542,0.5556,0.0291,0.0394,-122,1.82,,46.6,0.048,0.0096,-120,1.83,0.5412,0.5618,,-0.0144
2026-04-09T02:01:45Z,daily-20260408T223804134918Z,daily,2026-04-08T22:38:04Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T223804134918Z.json,mlb,slop_lock,moneyline,Nationals,Cardinals,2026-04-08,away,away,true,false,0.8348,,,,0.9626,0.9901,-0.1278,-0.1568,-10000,1.01,,42.4,0.0,0.0,-10000,1.01,0.9626,0.9901,,-0.0275
2026-04-09T02:01:45Z,daily-20260408T223804134918Z,daily,2026-04-08T22:38:04Z,tracking/snapshots/2026-04-08/mlb/daily-20260408T223804134918Z.json,mlb,slop_lock,moneyline,Angels,Braves,2026-04-08,away,away,true,false,0.7952,,,,0.9712,0.9901,-0.176,-0.1968,-10000,1.01,,45.1,0.0,0.0,-10000,1.01,0.9712,0.9901,,-0.0189
